"","period","dias_rest","Cs","Más País","PP","PSOE","Unidas Podemos","Vox","Cs.Enc","PP.Enc","PSOE.Enc","Unidas Podemos.Enc","Vox.Enc","Más País.Enc","IZQ","DCH","Otros","IZQ.Enc","DCH.Enc","Otros.Enc"
"1",2020-01-01,1439,5.6,2,20.8,27,13.7,15.7,NA,NA,NA,NA,NA,NA,42.7,42.1,15.2,NA,NA,NA
"2",2020-01-02,1438,5.6,2,20.6,27,13.7,15.9,4.9,19.5,26.9,13.3,18.6,2.6,42.7,42.1,15.2,42.8,43,14.2
"3",2020-01-02,1438,5.6,2,20.6,27,13.7,15.9,6.6,19.9,26.8,14.2,16.7,1.8,42.7,42.1,15.2,42.8,43.2,14
"4",2020-01-03,1437,5.6,2,20.6,27,13.7,15.9,NA,NA,NA,NA,NA,NA,42.7,42.1,15.2,NA,NA,NA
"5",2020-01-04,1436,5.6,2,20.6,27,13.7,15.9,NA,NA,NA,NA,NA,NA,42.7,42.1,15.2,NA,NA,NA
"6",2020-01-05,1435,5.6,2,20.7,27.1,13.7,15.9,NA,NA,NA,NA,NA,NA,42.7,42.2,15.1,NA,NA,NA
"7",2020-01-06,1434,5.6,2,20.7,27.1,13.7,15.9,NA,NA,NA,NA,NA,NA,42.7,42.2,15.1,NA,NA,NA
"8",2020-01-07,1433,5.6,2,20.7,27.1,13.7,15.9,NA,NA,NA,NA,NA,NA,42.7,42.2,15.1,NA,NA,NA
"9",2020-01-08,1432,5.6,2,20.6,27,13.7,16,6.8,19.1,26.6,14,17.1,1.8,42.7,42.1,15.2,42.4,43,14.6
"10",2020-01-09,1431,5.6,2,20.5,27,13.7,16,6.1,20.3,27,13.9,16.4,2,42.7,42.1,15.2,42.9,42.8,14.3
"11",2020-01-10,1430,5.8,1.9,20.7,27,13.7,15.9,7.9,20.3,26.5,15.5,14.4,NA,42.7,42.4,14.9,NA,42.6,NA
"12",2020-01-10,1430,5.8,1.9,20.7,27,13.7,15.9,4,20.7,29.9,13.3,16.4,1.9,42.7,42.4,14.9,45.1,41.1,13.8
"13",2020-01-10,1430,5.8,1.9,20.7,27,13.7,15.9,7.3,23.2,26.3,12.4,15,1.5,42.7,42.4,14.9,40.2,45.5,14.3
"14",2020-01-11,1429,5.8,1.9,20.7,27,13.7,15.9,NA,NA,NA,NA,NA,NA,42.7,42.4,14.9,NA,NA,NA
"15",2020-01-12,1428,5.7,1.9,20.6,27.1,13.7,16,NA,NA,NA,NA,NA,NA,42.7,42.3,15,NA,NA,NA
"16",2020-01-13,1427,5.7,1.9,20.7,27.2,13.7,15.8,6.5,19.9,30.4,13.8,13.4,1.8,42.8,42.2,15,46,39.8,14.2
"17",2020-01-14,1426,5.7,1.9,20.6,27.2,13.7,15.8,NA,NA,NA,NA,NA,NA,42.8,42.2,15,NA,NA,NA
"18",2020-01-15,1425,5.7,1.9,20.6,27.1,13.7,15.9,7.2,19.1,26.4,14,16.9,1.8,42.8,42.2,15,42.2,43.2,14.6
"19",2020-01-16,1424,5.7,1.9,20.6,27.1,13.7,15.9,NA,NA,NA,NA,NA,NA,42.8,42.2,15,NA,NA,NA
"20",2020-01-17,1423,5.6,1.9,20.6,27.2,13.7,15.9,3.8,20.2,30.3,13.6,16.6,NA,42.9,42.1,15,NA,40.6,NA
"21",2020-01-17,1423,5.6,1.9,20.6,27.2,13.7,15.9,5.4,22.1,26.7,13.4,16.1,1.8,42.9,42.1,15,41.9,43.6,14.5
"22",2020-01-18,1422,5.6,1.9,20.6,27.3,13.7,15.9,5.5,21.2,27.7,12.5,16.3,2.1,42.9,42.2,14.9,42.3,43,14.7
"23",2020-01-19,1421,5.6,1.9,20.6,27.3,13.7,15.9,NA,NA,NA,NA,NA,NA,42.9,42.2,14.9,NA,NA,NA
"24",2020-01-20,1420,5.6,1.9,20.7,27.3,13.7,15.9,NA,NA,NA,NA,NA,NA,42.9,42.2,14.9,NA,NA,NA
"25",2020-01-21,1419,5.6,1.9,20.7,27.3,13.7,15.9,5.8,21,27.7,14,15.6,1.8,42.9,42.3,14.8,43.5,42.4,14.1
"26",2020-01-22,1418,5.6,1.9,20.7,27.3,13.7,15.9,NA,NA,NA,NA,NA,NA,42.9,42.3,14.8,NA,NA,NA
"27",2020-01-23,1417,5.6,1.9,20.7,27.3,13.7,15.9,6.8,19.4,26.3,13.7,17.1,1.8,42.9,42.3,14.8,41.8,43.3,14.9
"28",2020-01-24,1416,5.6,1.9,20.7,27.3,13.7,15.9,NA,NA,NA,NA,NA,NA,42.9,42.3,14.8,NA,NA,NA
"29",2020-01-25,1415,5.6,1.9,20.7,27.3,13.7,15.9,NA,NA,NA,NA,NA,NA,42.9,42.3,14.8,NA,NA,NA
"30",2020-01-26,1414,5.6,1.9,20.7,27.3,13.7,15.9,NA,NA,NA,NA,NA,NA,42.9,42.3,14.8,NA,NA,NA
"31",2020-01-27,1413,5.6,1.9,20.7,27.3,13.6,16,NA,NA,NA,NA,NA,NA,42.8,42.3,14.8,NA,NA,NA
"32",2020-01-28,1412,5.7,1.9,20.7,27.3,13.6,16,NA,NA,NA,NA,NA,NA,42.8,42.4,14.9,NA,NA,NA
"33",2020-01-29,1411,5.7,2,20.8,27.3,13.6,16,6.1,20.5,26.8,13.3,15.3,2.7,42.8,42.4,14.8,42.8,41.9,15.3
"34",2020-01-30,1410,5.7,2,20.8,27.3,13.6,16,NA,NA,NA,NA,NA,NA,42.8,42.4,14.8,NA,NA,NA
"35",2020-01-31,1409,5.6,2,20.7,27.3,13.6,16.1,3.9,20.4,29.7,13.5,16.8,NA,42.9,42.3,14.8,NA,41.1,NA
"36",2020-01-31,1409,5.6,2,20.7,27.3,13.6,16.1,4.7,19.4,27,13.7,18.7,2.2,42.9,42.3,14.8,42.9,42.8,14.3
"37",2020-02-01,1408,5.6,2,20.7,27.3,13.6,16.1,6.8,19.8,26.7,13.6,16.9,1.8,42.9,42.3,14.8,42.1,43.5,14.4
"38",2020-02-02,1407,5.6,2,20.7,27.3,13.6,16.1,NA,NA,NA,NA,NA,NA,42.9,42.3,14.8,NA,NA,NA
"39",2020-02-03,1406,5.6,2,20.6,27.4,13.6,16.2,NA,NA,NA,NA,NA,NA,43,42.4,14.7,NA,NA,NA
"40",2020-02-04,1405,5.6,2,20.6,27.4,13.6,16.2,NA,NA,NA,NA,NA,NA,43,42.4,14.7,NA,NA,NA
"41",2020-02-05,1404,5.6,2,20.5,27.4,13.7,16.2,6.1,19.9,27.2,13.4,16.8,1.8,43,42.3,14.8,42.4,42.8,14.8
"42",2020-02-06,1403,5.6,2,20.5,27.4,13.7,16.2,NA,NA,NA,NA,NA,NA,43,42.3,14.8,NA,NA,NA
"43",2020-02-07,1402,5.6,2,20.4,27.3,13.7,16.3,6.2,20.2,27.6,13.5,16.9,2,43,42.3,14.7,43.1,43.3,13.6
"44",2020-02-08,1401,5.6,2,20.4,27.3,13.7,16.3,NA,NA,NA,NA,NA,NA,43,42.3,14.7,NA,NA,NA
"45",2020-02-09,1400,5.6,2,20.4,27.3,13.7,16.3,NA,NA,NA,NA,NA,NA,43,42.3,14.7,NA,NA,NA
"46",2020-02-10,1399,5.6,2,20.4,27.3,13.7,16.3,NA,NA,NA,NA,NA,NA,43,42.3,14.7,NA,NA,NA
"47",2020-02-11,1398,5.9,1.9,20.4,27.5,13.6,16.1,7.9,17.6,28.5,14,16.1,NA,43.1,42.4,14.6,NA,41.6,NA
"48",2020-02-11,1398,5.9,1.9,20.4,27.5,13.6,16.1,8.1,18.9,30.9,13.6,13.4,1.6,43.1,42.4,14.6,46.1,40.4,13.5
"49",2020-02-12,1397,5.9,1.9,20.4,27.6,13.6,16.1,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"50",2020-02-13,1396,5.9,1.9,20.4,27.6,13.6,16.1,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"51",2020-02-14,1395,5.9,1.9,20.4,27.5,13.6,16.1,5.6,22.2,26.9,13.2,16.1,1.7,43.1,42.4,14.5,41.8,43.9,14.3
"52",2020-02-15,1394,5.9,1.9,20.4,27.5,13.6,16.1,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"53",2020-02-16,1393,5.9,1.9,20.4,27.5,13.6,16.1,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"54",2020-02-17,1392,5.9,1.9,20.5,27.6,13.6,16,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"55",2020-02-18,1391,5.9,1.9,20.5,27.6,13.6,16,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"56",2020-02-19,1390,5.9,1.9,20.5,27.6,13.6,16,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"57",2020-02-20,1389,5.9,1.9,20.5,27.6,13.6,16,NA,NA,NA,NA,NA,NA,43.1,42.4,14.5,NA,NA,NA
"58",2020-02-21,1388,5.8,1.9,20.5,27.6,13.6,16,3.5,21,29.1,13.4,17,NA,43.1,42.3,14.5,NA,41.5,NA
"59",2020-02-22,1387,5.8,1.9,20.5,27.6,13.6,16,NA,NA,NA,NA,NA,NA,43.1,42.3,14.5,NA,NA,NA
"60",2020-02-23,1386,5.8,1.9,20.5,27.7,13.6,16,NA,NA,NA,NA,NA,NA,43.2,42.3,14.5,NA,NA,NA
"61",2020-02-24,1385,5.8,1.9,20.6,27.8,13.6,16,NA,NA,NA,NA,NA,NA,43.2,42.4,14.4,NA,NA,NA
"62",2020-02-25,1384,5.6,1.9,20.4,27.8,13.5,16.1,5.3,20.4,27.7,13.3,17,1.8,43.3,42.2,14.5,42.8,42.7,14.5
"63",2020-02-26,1383,5.6,1.9,20.4,27.8,13.5,16.1,NA,NA,NA,NA,NA,NA,43.3,42.2,14.5,NA,NA,NA
"64",2020-02-27,1382,5.6,1.9,20.4,27.8,13.5,16.1,NA,NA,NA,NA,NA,NA,43.3,42.2,14.5,NA,NA,NA
"65",2020-02-28,1381,5.5,2,20.3,27.8,13.5,16.5,3.9,19.7,27.8,13.2,18.8,2.4,43.2,42.3,14.5,43.4,42.4,14.2
"66",2020-02-29,1380,5.5,2,20.3,27.8,13.5,16.5,NA,NA,NA,NA,NA,NA,43.2,42.3,14.5,NA,NA,NA
"67",2020-03-01,1379,5.5,2,20.4,27.9,13.4,16.4,NA,NA,NA,NA,NA,NA,43.3,42.3,14.4,NA,NA,NA
"68",2020-03-02,1378,5.5,2,20.4,27.9,13.4,16.4,NA,NA,NA,NA,NA,NA,43.3,42.3,14.4,NA,NA,NA
"69",2020-03-03,1377,5.5,2,20.4,27.8,13.4,16.5,NA,NA,NA,NA,NA,NA,43.2,42.4,14.4,NA,NA,NA
"70",2020-03-04,1376,5.6,2,20.2,27.8,13.5,16.5,NA,NA,NA,NA,NA,NA,43.3,42.3,14.4,NA,NA,NA
"71",2020-03-05,1375,5.6,2,20.4,27.9,13.4,16.5,5.6,21,27.9,12.3,16.4,NA,43.2,42.5,14.3,NA,43,NA
"72",2020-03-05,1375,5.6,2,20.4,27.9,13.4,16.5,6,20.6,27.7,13.6,16,1.9,43.2,42.5,14.3,43.2,42.6,14.2
"73",2020-03-05,1375,5.6,2,20.4,27.9,13.4,16.5,5.5,20.3,27.7,13.2,17,1.9,43.2,42.5,14.3,42.8,42.8,14.4
"74",2020-03-06,1374,5.5,2,20.5,27.9,13.5,16.5,7.7,20.9,27.7,14.9,15.1,NA,43.3,42.5,14.1,NA,43.7,NA
"75",2020-03-06,1374,5.5,2,20.5,27.9,13.5,16.5,3.3,21.1,28.8,13.2,17.6,NA,43.3,42.5,14.1,NA,42,NA
"76",2020-03-07,1373,5.5,2,20.5,27.9,13.4,16.5,NA,NA,NA,NA,NA,NA,43.3,42.5,14.2,NA,NA,NA
"77",2020-03-08,1372,5.5,2,20.5,27.9,13.4,16.5,NA,NA,NA,NA,NA,NA,43.3,42.5,14.2,NA,NA,NA
"78",2020-03-09,1371,5.5,2,20.5,28,13.4,16.5,NA,NA,NA,NA,NA,NA,43.4,42.5,14.1,NA,NA,NA
"79",2020-03-10,1370,5.5,2,20.5,28,13.4,16.5,NA,NA,NA,NA,NA,NA,43.4,42.5,14.1,NA,NA,NA
"80",2020-03-11,1369,5.5,2,20.5,28,13.4,16.5,NA,NA,NA,NA,NA,NA,43.4,42.5,14.1,NA,NA,NA
"81",2020-03-12,1368,5.5,2,20.5,28,13.4,16.5,NA,NA,NA,NA,NA,NA,43.4,42.5,14.1,NA,NA,NA
"82",2020-03-13,1367,5.6,1.9,20.6,28,13.3,16.3,7.8,21.7,25.5,13.4,15.1,1.8,43.3,42.5,14.2,40.7,44.6,14.7
"83",2020-03-13,1367,5.6,1.9,20.6,28,13.3,16.3,7.2,19.6,31.9,12.9,14.8,1.2,43.3,42.5,14.2,46,41.6,12.4
"84",2020-03-14,1366,5.6,1.9,20.6,28,13.3,16.3,NA,NA,NA,NA,NA,NA,43.3,42.5,14.2,NA,NA,NA
"85",2020-03-15,1365,5.6,1.8,20.5,28.1,13.4,16.4,NA,NA,NA,NA,NA,NA,43.3,42.5,14.3,NA,NA,NA
"86",2020-03-16,1364,5.6,1.8,20.5,28.1,13.4,16.4,NA,NA,NA,NA,NA,NA,43.3,42.5,14.3,NA,NA,NA
"87",2020-03-17,1363,5.8,1.8,20.7,27.9,13.4,16.1,8.3,23.4,24.5,13.6,14.5,1.3,43,42.7,14.3,39.4,46.2,14.4
"88",2020-03-18,1362,5.8,1.8,20.8,28,13.3,16.1,NA,NA,NA,NA,NA,NA,43,42.7,14.3,NA,NA,NA
"89",2020-03-19,1361,5.8,1.8,20.8,28,13.3,16.1,NA,NA,NA,NA,NA,NA,43,42.7,14.3,NA,NA,NA
"90",2020-03-20,1360,5.8,1.8,20.8,28,13.3,16.1,NA,NA,NA,NA,NA,NA,43,42.7,14.3,NA,NA,NA
"91",2020-03-21,1359,5.8,1.8,20.8,28,13.3,16.1,NA,NA,NA,NA,NA,NA,43,42.7,14.3,NA,NA,NA
"92",2020-03-22,1358,5.8,1.7,20.8,28,13.3,16.1,NA,NA,NA,NA,NA,NA,43.1,42.7,14.2,NA,NA,NA
"93",2020-03-23,1357,5.8,1.7,20.8,28,13.3,16.1,NA,NA,NA,NA,NA,NA,43.1,42.7,14.2,NA,NA,NA
"94",2020-03-24,1356,5.7,1.7,21,28.1,13.3,16,NA,NA,NA,NA,NA,NA,43.1,42.7,14.2,NA,NA,NA
"95",2020-03-25,1355,5.7,1.7,21,28.1,13.3,16,NA,NA,NA,NA,NA,NA,43.1,42.7,14.2,NA,NA,NA
"96",2020-03-26,1354,5.7,1.7,20.9,28,13.2,16,5.2,19.9,26.2,11.8,15.7,NA,42.9,42.6,14.5,NA,40.8,NA
"97",2020-03-27,1353,5.8,1.7,21,28,13.1,15.9,7.2,23.1,26.8,11.8,14.4,1.9,42.8,42.7,14.5,40.5,44.7,14.8
"98",2020-03-28,1352,5.5,1.8,21.3,27.7,13.1,16.1,NA,NA,NA,NA,NA,NA,42.6,42.9,14.6,NA,NA,NA
"99",2020-03-29,1351,5.5,1.8,21.3,27.7,13.1,16.1,NA,NA,NA,NA,NA,NA,42.6,42.9,14.6,NA,NA,NA
"100",2020-03-30,1350,5.6,1.8,21.4,27.6,13,15.9,6.2,20.8,27.9,13.6,16,2,42.5,43,14.6,43.5,43,13.5
"101",2020-03-30,1350,5.6,1.8,21.4,27.6,13,15.9,8.9,23.2,25.2,12,14.2,2,42.5,43,14.6,39.2,46.3,14.5
"102",2020-03-31,1349,5.5,1.9,21.4,27.6,13,16,5.1,21.6,25.5,12.6,16.9,2.3,42.4,42.9,14.7,40.4,43.6,16
"103",2020-04-01,1348,5.4,1.8,21.6,27.9,12.8,15.8,4.4,24.3,32.2,11,13.8,1.5,42.5,42.9,14.6,44.7,42.5,12.8
"104",2020-04-02,1347,5.4,1.8,21.6,27.9,12.8,15.8,NA,NA,NA,NA,NA,NA,42.5,42.9,14.6,NA,NA,NA
"105",2020-04-03,1346,5.4,1.8,21.6,27.9,12.8,15.8,NA,NA,NA,NA,NA,NA,42.5,42.9,14.6,NA,NA,NA
"106",2020-04-04,1345,5.4,1.8,21.6,27.9,12.8,15.8,NA,NA,NA,NA,NA,NA,42.5,42.9,14.6,NA,NA,NA
"107",2020-04-05,1344,5.4,1.8,21.6,27.9,12.8,15.8,NA,NA,NA,NA,NA,NA,42.5,42.9,14.6,NA,NA,NA
"108",2020-04-06,1343,5.4,1.8,21.6,27.9,12.8,15.8,NA,NA,NA,NA,NA,NA,42.5,42.9,14.6,NA,NA,NA
"109",2020-04-07,1342,5.8,1.8,21.7,27.8,12.7,15.6,8.3,23.5,25.9,11.9,14.3,1.9,42.3,43,14.7,39.7,46.1,14.2
"110",2020-04-07,1342,5.8,1.8,21.7,27.8,12.7,15.6,5.7,22.2,28.2,11,16,NA,42.3,43,14.7,NA,43.9,NA
"111",2020-04-07,1342,5.8,1.8,21.7,27.8,12.7,15.6,6.9,20.5,27.9,13.7,16.3,1.7,42.3,43,14.7,43.3,43.7,13
"112",2020-04-07,1342,5.8,1.8,21.7,27.8,12.7,15.6,7.6,21.1,31.2,12,13,1.5,42.3,43,14.7,44.7,41.7,13.6
"113",2020-04-08,1341,5.8,1.8,21.7,27.8,12.7,15.6,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"114",2020-04-09,1340,5.8,1.8,21.7,27.8,12.7,15.6,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"115",2020-04-10,1339,5.8,1.8,21.7,27.8,12.7,15.6,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"116",2020-04-11,1338,5.8,1.8,21.7,27.8,12.6,15.5,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"117",2020-04-12,1337,5.8,1.8,21.7,27.8,12.6,15.5,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"118",2020-04-13,1336,5.8,1.8,21.7,27.8,12.6,15.5,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"119",2020-04-14,1335,5.9,1.8,21.9,27.9,12.5,15.3,7.5,23.6,28.1,11.5,13.9,1.8,42.1,43.1,14.8,41.4,45,13.6
"120",2020-04-15,1334,5.9,1.7,22.1,28.1,12.4,15.1,5.4,25.4,31.7,11.5,11.9,1.3,42.3,43,14.7,44.5,42.7,12.8
"121",2020-04-16,1333,5.9,1.7,22.1,28.1,12.4,15.1,NA,NA,NA,NA,NA,NA,42.3,43,14.7,NA,NA,NA
"122",2020-04-17,1332,5.9,1.7,22.2,28.1,12.5,15,6.4,22.3,28.2,12.4,14.5,1.9,42.3,43.1,14.6,42.5,43.2,14.3
"123",2020-04-17,1332,5.9,1.7,22.2,28.1,12.5,15,5.3,22.7,26.8,13.4,15,1.6,42.3,43.1,14.6,41.8,43,15.2
"124",2020-04-18,1331,5.9,1.7,22.2,28.1,12.5,15,NA,NA,NA,NA,NA,NA,42.3,43.1,14.6,NA,NA,NA
"125",2020-04-19,1330,5.9,1.7,22.2,28.1,12.5,15,NA,NA,NA,NA,NA,NA,42.3,43.1,14.6,NA,NA,NA
"126",2020-04-20,1329,5.9,1.7,22.3,28.1,12.4,14.8,NA,NA,NA,NA,NA,NA,42.2,43,14.8,NA,NA,NA
"127",2020-04-21,1328,6,1.7,22.4,28.1,12.2,14.6,NA,NA,NA,NA,NA,NA,42,43.1,14.9,NA,NA,NA
"128",2020-04-22,1327,6,1.7,22.5,28.1,12.2,14.6,7.1,23.7,28.3,11.6,13.8,1.7,42,43.1,14.9,41.6,44.6,13.8
"129",2020-04-23,1326,6,1.7,22.5,28.1,12.2,14.6,NA,NA,NA,NA,NA,NA,42,43.1,14.9,NA,NA,NA
"130",2020-04-24,1325,6.1,1.7,22.9,28.1,12.1,14.6,NA,25.1,26.7,NA,NA,NA,41.9,43.7,14.5,NA,NA,NA
"131",2020-04-24,1325,6.1,1.7,22.9,28.1,12.1,14.6,7.5,25.4,28.2,11,14.5,1.2,41.9,43.7,14.5,40.4,47.4,12.2
"132",2020-04-25,1324,6.3,1.7,22.9,28,12.1,14.6,7.8,22.4,25.1,12.1,15.3,2.3,41.8,43.8,14.4,39.5,45.5,15
"133",2020-04-26,1323,6.3,1.7,22.9,28,12.1,14.6,NA,NA,NA,NA,NA,NA,41.8,43.8,14.4,NA,NA,NA
"134",2020-04-27,1322,6.3,1.7,22.9,28,12.1,14.6,NA,NA,NA,NA,NA,NA,41.8,43.8,14.4,NA,NA,NA
"135",2020-04-28,1321,6.2,1.7,23.1,27.9,12,14.6,NA,NA,NA,NA,NA,NA,41.7,43.9,14.4,NA,NA,NA
"136",2020-04-29,1320,6.2,1.7,23.1,27.9,12,14.6,7.3,23.8,27.4,11.4,14.2,1.8,41.6,43.9,14.5,40.6,45.3,14.1
"137",2020-04-30,1319,6.3,1.7,23.1,27.8,12.1,14.6,6.2,23.2,26.3,13,15.4,1.7,41.6,43.9,14.5,41,44.8,14.2
"138",2020-05-01,1318,6.3,1.7,23,27.8,12.1,14.7,6.9,20.4,27.9,12.3,17,NA,41.6,44,14.4,NA,44.3,NA
"139",2020-05-02,1317,6.3,1.7,23,27.9,12,14.7,NA,NA,NA,NA,NA,NA,41.7,44,14.3,NA,NA,NA
"140",2020-05-03,1316,6.3,1.7,23,27.9,12,14.7,NA,NA,NA,NA,NA,NA,41.7,44,14.3,NA,NA,NA
"141",2020-05-04,1315,6.3,1.8,22.9,27.8,12,14.7,7.5,22.3,25.1,13.1,15.7,2.2,41.6,44,14.4,40.4,45.5,14.1
"142",2020-05-05,1314,6.3,1.8,22.9,27.8,12,14.7,NA,NA,NA,NA,NA,NA,41.6,44,14.4,NA,NA,NA
"143",2020-05-06,1313,6.3,1.8,22.9,27.8,12,14.7,NA,NA,NA,NA,NA,NA,41.6,44,14.4,NA,NA,NA
"144",2020-05-07,1312,6.3,1.8,23,27.8,12,14.7,7.6,24.9,26.3,11.4,14.1,1.8,41.5,44,14.4,39.5,46.6,13.9
"145",2020-05-08,1311,6.6,1.7,23,27.9,12.1,14.6,9,20.3,28.4,12,16.2,1.2,41.6,44.1,14.2,41.6,45.5,12.9
"146",2020-05-08,1311,6.6,1.7,23,27.9,12.1,14.6,6.5,22.2,27.4,12.9,15.6,1.6,41.6,44.1,14.2,41.9,44.3,13.8
"147",2020-05-08,1311,6.6,1.7,23,27.9,12.1,14.6,9.8,21.7,30.8,12.2,11.8,NA,41.6,44.1,14.2,NA,43.3,NA
"148",2020-05-08,1311,6.6,1.7,23,27.9,12.1,14.6,5.9,27.1,28.7,10.9,11.7,1.4,41.6,44.1,14.2,41,44.7,14.3
"149",2020-05-09,1310,6.6,1.7,23,27.8,12.1,14.6,6.4,23.9,25.1,13.6,15.2,1.4,41.6,44.2,14.2,40.1,45.5,14.4
"150",2020-05-10,1309,6.6,1.7,23,27.8,12.1,14.6,NA,NA,NA,NA,NA,NA,41.6,44.2,14.2,NA,NA,NA
"151",2020-05-11,1308,6.6,1.7,23.1,27.8,12.1,14.5,NA,NA,NA,NA,NA,NA,41.6,44.3,14.1,NA,NA,NA
"152",2020-05-12,1307,6.6,1.7,23.1,27.9,12.1,14.5,NA,NA,NA,NA,NA,NA,41.7,44.3,14.1,NA,NA,NA
"153",2020-05-13,1306,6.8,1.7,23.2,27.8,12,14.3,7,24,28,11,13,NA,41.6,44.3,14.1,NA,44,NA
"154",2020-05-13,1306,6.8,1.7,23.2,27.8,12,14.3,7.4,25.3,26.1,11.4,14.1,1.8,41.6,44.3,14.1,39.3,46.8,13.9
"155",2020-05-13,1306,6.8,1.7,23.2,27.8,12,14.3,10.5,20.3,31.1,11.5,11.3,1.4,41.6,44.3,14.1,44,42.1,13.9
"156",2020-05-14,1305,6.7,1.7,23.1,27.8,12.1,14.4,5.6,21.2,27.3,13,15.8,2.3,41.6,44.3,14.2,42.6,42.6,14.8
"157",2020-05-15,1304,6.7,1.7,23.2,27.8,12,14.4,4,25.4,26.1,11.6,15.3,1.5,41.5,44.3,14.2,39.2,44.7,16.1
"158",2020-05-15,1304,6.7,1.7,23.2,27.8,12,14.4,6.5,22.8,27.5,11.3,14,NA,41.5,44.3,14.2,NA,43.3,NA
"159",2020-05-15,1304,6.7,1.7,23.2,27.8,12,14.4,8.9,21.2,28.1,11.8,15.8,1.5,41.5,44.3,14.2,41.4,45.9,12.7
"160",2020-05-16,1303,6.7,1.7,23.3,27.9,12,14.3,5.2,24.9,26,12.5,14.6,NA,41.5,44.4,14.2,NA,44.7,NA
"161",2020-05-17,1302,6.8,1.6,23.4,27.8,12,14.3,6.8,23.3,27.8,12.1,14.1,1.6,41.4,44.5,14.1,41.5,44.2,14.3
